	Release Date	Movie	Budget	Domestic Gross	Worldwide Gross	Year	Week	Dom_Profits	WW_Profits	movie_name	genre	%ROI	KEY	title - IMDb	runtime - m	genres - IMDb	directors	year - IMDb	cast	KEY - IMDb
10	2010-11-24	Tangled	260000000	200821936	586477240	2010	47	-59178064	326477240	Tangled	Musical	-22.760793846153852	Tangled - 2010	Tangled	100.0	adventure, animation, comedy	Nathan Greno, Byron Howard	2010	Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman	Tangled - 2010
11	2007-05-04	Spider-Man 3	258000000	336530303	894860230	2007	18	78530303	636860230	Spider-Man 3	Adventure	30.438101937984495	Spider-Man 3 - 2007	Spider-Man 3	139.0	action, adventure, sci-fi	Sam Raimi	2007	Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church	Spider-Man 3 - 2007
12	2016-05-06	Captain America: Civil War	250000000	408084349	1140069413	2016	18	158084349	890069413	Captain America: Civil War	Action	63.23373960000001	Captain America: Civil War - 2016	Captain America: Civil War	147.0	action, adventure, sci-fi	Anthony Russo, Joe Russo	2016	Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan	Captain America: Civil War - 2016
13	2016-03-25	Batman v Superman: Dawn of Justice	250000000	330360194	867500281	2016	12	80360194	617500281	Batman v Superman: Dawn of Justice	Action	32.1440776	Batman v Superman: Dawn of Justice - 2016	Batman v Superman: Dawn of Justice	151.0	action, adventure, fantasy	Zack Snyder	2016	Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg	Batman v Superman: Dawn of Justice - 2016
14	2012-12-14	The Hobbit: An Unexpected Journey	250000000	303003568	1017003568	2012	50	53003568	767003568	The Hobbit: An Unexpected Journey	Adventure	21.2014272	The Hobbit: An Unexpected Journey - 2012	The Hobbit: An Unexpected Journey	169.0	adventure, family, fantasy	Peter Jackson	2012	Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis	The Hobbit: An Unexpected Journey - 2012
15	2009-07-15	Harry Potter and the Half-Blood Prince	250000000	302089278	935213767	2009	29	52089278	685213767	Harry Potter and the Half-Blood Prince	Adventure	20.8357112	Harry Potter and the Half-Blood Prince - 2009	Harry Potter and the Half-Blood Prince	153.0	action, family, fantasy	David Yates	2009	Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon	Harry Potter and the Half-Blood Prince - 2009
16	2013-12-13	The Hobbit: The Desolation of Smaug	250000000	258366855	960366855	2013	50	8366855	710366855	The Hobbit: The Desolation of Smaug	Adventure	3.346742	The Hobbit: The Desolation of Smaug - 2013	The Hobbit: The Desolation of Smaug	161.0	adventure, fantasy	Peter Jackson	2013	Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott	The Hobbit: The Desolation of Smaug - 2013
17	2014-12-17	The Hobbit: The Battle of the Five Armies	250000000	255119788	945577621	2014	51	5119788	695577621	The Hobbit: The Battle of the Five Armies	Adventure	2.0479152000000003	The Hobbit: The Battle of the Five Armies - 2014	The Hobbit: The Battle of the Five Armies	144.0	adventure, fantasy	Peter Jackson	2014	Ian McKellen, Martin Freeman, Richard Armitage, Cate Blanchett	The Hobbit: The Battle of the Five Armies - 2014
18	2017-04-14	The Fate of the Furious	250000000	225764765	1234846267	2017	15	-24235235	984846267	The Fate of the Furious	Action	-9.694094	The Fate of the Furious - 2017	The Fate of the Furious	136.0	action, adventure, thriller	F. Gary Gray	2017	Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez	The Fate of the Furious - 2017
19	2006-06-28	Superman Returns	232000000	200120000	374085065	2006	26	-31880000	142085065	Superman Returns	Adventure	-13.74137931034483	Superman Returns - 2006	Superman Returns	154.0	action, adventure, sci-fi	Bryan Singer	2006	Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden	Superman Returns - 2006
20	2017-05-26	Pirates of the Caribbean: Dead Men Tell No Tales	230000000	172558876	788241137	2017	21	-57441124	558241137	Pirates of the Caribbean: Dead Men Tell No Tales	Adventure	-24.974401739130435	Pirates of the Caribbean: Dead Men Tell No Tales - 2017	Pirates of the Caribbean: Dead Men Tell No Tales	129.0	action, adventure, fantasy	Joachim Rønning, Espen Sandberg	2017	Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom	Pirates of the Caribbean: Dead Men Tell No Tales - 2017
21	2008-11-14	Quantum of Solace	230000000	169368427	591692078	2008	46	-60631573	361692078	Quantum of Solace	Action	-26.36155347826087	Quantum of Solace - 2008	Quantum of Solace	106.0	action, adventure, thriller	Marc Forster	2008	Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench	Quantum of Solace - 2008
22	2012-05-04	The Avengers	225000000	623279547	1517935897	2012	18	398279547	1292935897	The Avengers	Action	177.01313199999998	The Avengers - 2012	The Avengers	143.0	action, adventure, sci-fi	Joss Whedon	2012	Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner	The Avengers - 2012
23	2013-06-14	Man of Steel	225000000	291045518	667999518	2013	24	66045518	442999518	Man of Steel	Action	29.35356355555556	Man of Steel - 2013	Man of Steel	143.0	action, adventure, sci-fi	Zack Snyder	2013	Henry Cavill, Amy Adams, Michael Shannon, Diane Lane	Man of Steel - 2013
24	2008-05-16	The Chronicles of Narnia: Prince Caspian	225000000	141621490	417341288	2008	20	-83378510	192341288	The Chronicles of Narnia: Prince Caspian	Adventure	-37.05711555555555	The Chronicles of Narnia: Prince Caspian - 2008	The Chronicles of Narnia: Prince Caspian	150.0	action, adventure, family	Andrew Adamson	2008	Ben Barnes, Skandar Keynes, Georgie Henley, William Moseley	The Chronicles of Narnia: Prince Caspian - 2008
25	2012-07-03	The Amazing Spider-Man	220000000	262030663	757890267	2012	27	42030663	537890267	The Amazing Spider-Man	Adventure	19.104846818181816	The Amazing Spider-Man - 2012	The Amazing Spider-Man	136.0	action, adventure, sci-fi	Marc Webb	2012	Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan	The Amazing Spider-Man - 2012
26	2012-05-18	Battleship	220000000	65233400	313477717	2012	20	-154766600	93477717	Battleship	Action	-70.34845454545454	Battleship - 2012	Battleship	131.0	action, adventure, sci-fi	Peter Berg	2012	Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna	Battleship - 2012
27	2017-06-21	Transformers: The Last Knight	217000000	130168683	602893340	2017	25	-86831317	385893340	Transformers: The Last Knight	Action	-40.01443179723502	Transformers: The Last Knight - 2017	Transformers: The Last Knight	154.0	action, adventure, sci-fi	Michael Bay	2017	Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock	Transformers: The Last Knight - 2017
28	2015-06-12	Jurassic World	215000000	652270625	1648854864	2015	24	437270625	1433854864	Jurassic World	Action	203.38168604651165	Jurassic World - 2015	Jurassic World	124.0	action, adventure, sci-fi	Colin Trevorrow	2015	Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer	Jurassic World - 2015
29	2012-05-25	Men in Black 3	215000000	179020854	654213485	2012	21	-35979146	439213485	Men in Black 3	Adventure	-16.734486511627907	Men in Black 3 - 2012	Men in Black 3	106.0	action, adventure, comedy	Barry Sonnenfeld	2012	Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement	Men in Black 3 - 2012
30	2009-06-24	Transformers: Revenge of the Fallen	210000000	402111870	836519699	2009	26	192111870	626519699	Transformers: Revenge of the Fallen	Action	91.48184285714287	Transformers: Revenge of the Fallen - 2009	Transformers: Revenge of the Fallen	150.0	action, adventure, sci-fi	Michael Bay	2009	Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson	Transformers: Revenge of the Fallen - 2009
31	2014-06-27	Transformers: Age of Extinction	210000000	245439076	1104039076	2014	26	35439076	894039076	Transformers: Age of Extinction	Action	16.875750476190472	Transformers: Age of Extinction - 2014	Transformers: Age of Extinction	165.0	action, adventure, sci-fi	Michael Bay	2014	Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci	Transformers: Age of Extinction - 2014
32	2006-05-26	X-Men: The Last Stand	210000000	234362462	459260946	2006	21	24362462	249260946	X-Men: The Last Stand	Action	11.60117238095238	X-Men: The Last Stand - 2006	X-Men: The Last Stand	104.0	action, adventure, sci-fi	Brett Ratner	2006	Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen	X-Men: The Last Stand - 2006
33	2010-05-14	Robin Hood	210000000	105487148	322459006	2010	19	-104512852	112459006	Robin Hood	Action	-49.76802476190476	Robin Hood - 2010	Robin Hood	140.0	action, adventure, drama	Ridley Scott	2010	Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow	Robin Hood - 2010
34	2010-05-14	Robin Hood	210000000	105487148	322459006	2010	19	-104512852	112459006	Robin Hood	Action	-49.76802476190476	Robin Hood - 2010	Robin Hood	140.0	action, adventure, drama	Ridley Scott	2010	Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow	Robin Hood - 2010
35	2018-11-21	Robin Hood	99000000	30824628	84747441	2018	47	-68175372	-14252559	Robin Hood	Action	-68.86401212121213	Robin Hood - 2018	Robin Hood	116.0	action, adventure, thriller	Otto Bathurst	2018	Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson	Robin Hood - 2018
36	2018-11-21	Robin Hood	99000000	30824628	84747441	2018	47	-68175372	-14252559	Robin Hood	Action	-68.86401212121213	Robin Hood - 2018	Robin Hood			Diana Brooks	2018	Joseph Steyne, Andrew Swift, Jamie B. Chambers, Victoria Gibson, Cara Middleton, Johnny Byrom, Gary Starr, Sophie Mort, Jamie Dunning, Joseph Rhys Blake	Robin Hood - 2018
37	2018-11-21	Robin Hood	99000000	30824628	84747441	2018	47	-68175372	-14252559	Robin Hood	Action	-68.86401212121213	Robin Hood - 2018	Robin Hood	116.0	action, adventure, thriller	Otto Bathurst	2018	Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson	Robin Hood - 2018
38	2018-11-21	Robin Hood	99000000	30824628	84747441	2018	47	-68175372	-14252559	Robin Hood	Action	-68.86401212121213	Robin Hood - 2018	Robin Hood			Diana Brooks	2018	Joseph Steyne, Andrew Swift, Jamie B. Chambers, Victoria Gibson, Cara Middleton, Johnny Byrom, Gary Starr, Sophie Mort, Jamie Dunning, Joseph Rhys Blake	Robin Hood - 2018
39	2007-12-07	The Golden Compass	205000000	70107728	367262558	2007	49	-134892272	162262558	The Golden Compass	Adventure	-65.80110829268293	The Golden Compass - 2007	The Golden Compass	113.0	adventure, family, fantasy	Chris Weitz	2007	Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker	The Golden Compass - 2007
40	2018-02-16	Black Panther	200000000	700059566	1348258224	2018	7	500059566	1148258224	Black Panther	Action	250.029783	Black Panther - 2018	Black Panther	134.0	action, adventure, sci-fi	Ryan Coogler	2018	Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira	Black Panther - 2018
41	2018-06-15	Incredibles 2	200000000	608581744	1242515988	2018	24	408581744	1042515988	Incredibles 2	Adventure	204.29087199999998	Incredibles 2 - 2018	Incredibles 2	118.0	action, adventure, animation	Brad Bird	2018	Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner	Incredibles 2 - 2018
42	2016-12-16	Rogue One: A Star Wars Story	200000000	532177324	1049102856	2016	50	332177324	849102856	Rogue One: A Star Wars Story	Adventure	166.088662	Rogue One: A Star Wars Story - 2016	Rogue One: A Star Wars Story	133.0	action, adventure, sci-fi	Gareth Edwards	2016	Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen	Rogue One: A Star Wars Story - 2016
43	2016-06-17	Finding Dory	200000000	486295561	1021215193	2016	24	286295561	821215193	Finding Dory	Adventure	143.1477805	Finding Dory - 2016	Finding Dory	97.0	adventure, animation, comedy	Andrew Stanton, Angus MacLane	2016	Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson	Finding Dory - 2016
44	2010-06-18	Toy Story 3	200000000	415004880	1068879522	2010	24	215004880	868879522	Toy Story 3	Adventure	107.50243999999998	Toy Story 3 - 2010	Toy Story 3	103.0	adventure, animation, comedy	Lee Unkrich	2010	Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty	Toy Story 3 - 2010
45	2013-05-03	Iron Man 3	200000000	408992272	1215392272	2013	18	208992272	1015392272	Iron Man 3	Action	104.496136	Iron Man 3 - 2013	Iron Man 3	130.0	action, adventure, sci-fi	Shane Black	2013	Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle	Iron Man 3 - 2013
46	2010-03-05	Alice in Wonderland	200000000	334191110	1025491110	2010	9	134191110	825491110	Alice in Wonderland	Adventure	67.09555499999999	Alice in Wonderland - 2010	Alice in Wonderland	108.0	adventure, family, fantasy	Tim Burton	2010	Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway	Alice in Wonderland - 2010
47	2010-03-05	Alice in Wonderland	200000000	334191110	1025491110	2010	9	134191110	825491110	Alice in Wonderland	Adventure	67.09555499999999	Alice in Wonderland - 2010	Alice in Wonderland	99.0	fantasy, musical	James Fotopoulos	2010	Sarah Evans, Lauren Nicole Goode	Alice in Wonderland - 2010
48	2012-11-08	Skyfall	200000000	304360277	1110526981	2012	45	104360277	910526981	Skyfall	Action	52.1801385	Skyfall - 2012	Skyfall	143.0	action, adventure, thriller	Sam Mendes	2012	Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench	Skyfall - 2012
49	2013-06-21	Monsters University	200000000	268488329	743588329	2013	25	68488329	543588329	Monsters University	Adventure	34.244164500000004	Monsters University - 2013	Monsters University	104.0	adventure, animation, comedy	Dan Scanlon	2013	Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren	Monsters University - 2013
50	2013-03-08	Oz the Great and Powerful	200000000	234770996	490359051	2013	10	34770996	290359051	Oz the Great and Powerful	Adventure	17.385498	Oz the Great and Powerful - 2013	Oz the Great and Powerful	130.0	adventure, family, fantasy	Sam Raimi	2013	James Franco, Michelle Williams, Rachel Weisz, Mila Kunis	Oz the Great and Powerful - 2013
51	2014-05-23	X-Men: Days of Future Past	200000000	233921534	747862775	2014	21	33921534	547862775	X-Men: Days of Future Past	Action	16.960766999999997	X-Men: Days of Future Past - 2014	X-Men: Days of Future Past	132.0	action, adventure, sci-fi	Bryan Singer	2014	Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy	X-Men: Days of Future Past - 2014
52	2014-05-02	The Amazing Spider-Man 2	200000000	202853933	708996336	2014	18	2853933	508996336	The Amazing Spider-Man 2	Action	1.4269665	The Amazing Spider-Man 2 - 2014	The Amazing Spider-Man 2	142.0	action, adventure, sci-fi	Marc Webb	2014	Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti	The Amazing Spider-Man 2 - 2014
53	2011-06-24	Cars 2	200000000	191450875	560155383	2011	25	-8549125	360155383	Cars 2	Adventure	-4.2745625	Cars 2 - 2011	Cars 2	106.0	adventure, animation, comedy	John Lasseter, Bradford Lewis	2011	Owen Wilson, Larry the Cable Guy, Michael Caine, Emily Mortimer	Cars 2 - 2011
54	2009-11-13	2012	200000000	166112167	757677748	2009	46	-33887833	557677748	2012	Action	-16.9439165	2012 - 2009	2012	158.0	action, adventure, sci-fi	Roland Emmerich	2009	John Cusack, Thandie Newton, Chiwetel Ejiofor, Amanda Peet	2012 - 2009
55	2018-11-16	Fantastic Beasts: The Crimes of Grindelwald	200000000	159555901	652220086	2018	46	-40444099	452220086	Fantastic Beasts: The Crimes of Grindelwald	Adventure	-20.2220495	Fantastic Beasts: The Crimes of Grindelwald - 2018	Fantastic Beasts: The Crimes of Grindelwald	134.0	adventure, family, fantasy	David Yates	2018	Eddie Redmayne, Katherine Waterston, Dan Fogler, Johnny Depp	Fantastic Beasts: The Crimes of Grindelwald - 2018
56	2009-05-21	Terminator Salvation	200000000	125322469	365491792	2009	21	-74677531	165491792	Terminator Salvation	Action	-37.3387655	Terminator Salvation - 2009	Terminator Salvation	115.0	action, adventure, sci-fi	McG	2009	Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood	Terminator Salvation - 2009
57	2011-06-17	Green Lantern	200000000	116601172	219535492	2011	24	-83398828	19535492	Green Lantern	Action	-41.699414000000004	Green Lantern - 2011	Green Lantern	114.0	action, adventure, sci-fi	Martin Campbell	2011	Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong	Green Lantern - 2011
58	2011-06-29	Transformers: Dark of the Moon	195000000	352390543	1123790543	2011	26	157390543	928790543	Transformers: Dark of the Moon	Action	80.71309897435897	Transformers: Dark of the Moon - 2011	Transformers: Dark of the Moon	154.0	action, adventure, sci-fi	Michael Bay	2011	Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel	Transformers: Dark of the Moon - 2011
59	2017-06-09	The Mummy	195000000	80101125	409953905	2017	23	-114898875	214953905	The Mummy	Adventure	-58.9225	The Mummy - 2017	The Mummy	110.0	action, adventure, fantasy	Alex Kurtzman	2017	Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe	The Mummy - 2017
60	2013-03-01	Jack the Giant Slayer	195000000	65187603	197687603	2013	9	-129812397	2687603	Jack the Giant Slayer	Adventure	-66.57046	Jack the Giant Slayer - 2013	Jack the Giant Slayer	114.0	adventure, fantasy	Bryan Singer	2013	Nicholas Hoult, Stanley Tucci, Ewan McGregor, Bill Nighy	Jack the Giant Slayer - 2013
61	2015-04-03	Furious 7	190000000	353007020	1518722794	2015	14	163007020	1328722794	Furious 7	Action	85.79316842105264	Furious 7 - 2015	Furious 7	137.0	action, adventure, thriller	James Wan	2015	Vin Diesel, Paul Walker, Dwayne Johnson, Jason Statham	Furious 7 - 2015
62	2013-05-16	Star Trek Into Darkness	190000000	228778661	467381584	2013	20	38778661	277381584	Star Trek Into Darkness	Adventure	20.40982157894737	Star Trek Into Darkness - 2013	Star Trek Into Darkness	132.0	action, adventure, sci-fi	J.J. Abrams	2013	Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch	Star Trek Into Darkness - 2013
63	2013-06-21	World War Z	190000000	202359711	531514650	2013	25	12359711	341514650	World War Z	Action	6.505111052631579	World War Z - 2013	World War Z	116.0	action, adventure, horror	Marc Forster	2013	Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale	World War Z - 2013
64	2013-05-10	The Great Gatsby	190000000	144840419	351040419	2013	19	-45159581	161040419	The Great Gatsby	Drama	-23.76820052631579	The Great Gatsby - 2013	The Great Gatsby	143.0	drama, romance	Baz Luhrmann	2013	Leonardo DiCaprio, Carey Mulligan, Joel Edgerton, Tobey Maguire	The Great Gatsby - 2013
65	2013-07-12	Pacific Rim	190000000	101802906	411002906	2013	28	-88197094	221002906	Pacific Rim	Action	-46.41952315789474	Pacific Rim - 2013	Pacific Rim	131.0	action, adventure, sci-fi	Guillermo del Toro	2013	Idris Elba, Charlie Hunnam, Rinko Kikuchi, Charlie Day	Pacific Rim - 2013
66	2015-11-25	The Good Dinosaur	187500000	123087120	333771037	2015	48	-64412880	146271037	The Good Dinosaur	Adventure	-34.353536	The Good Dinosaur - 2015	The Good Dinosaur	93.0	adventure, animation, comedy	Peter Sohn	2015	Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple	The Good Dinosaur - 2015
67	2008-05-02	Iron Man	186000000	318604126	585171547	2008	18	132604126	399171547	Iron Man	Adventure	71.29254086021506	Iron Man - 2008	Iron Man	126.0	action, adventure, sci-fi	Jon Favreau	2008	Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges	Iron Man - 2008
68	2008-07-18	The Dark Knight	185000000	533720947	1001996207	2008	29	348720947	816996207	The Dark Knight	Action	188.49780918918918	The Dark Knight - 2008	The Dark Knight	152.0	action, crime, drama	Christopher Nolan	2008	Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine	The Dark Knight - 2008
69	2008-05-22	Indiana Jones and the Kingdom of the Crystal Skull	185000000	317101119	786635413	2008	21	132101119	601635413	Indiana Jones and the Kingdom of the Crystal Skull	Adventure	71.40601027027027	Indiana Jones and the Kingdom of the Crystal Skull - 2008	Indiana Jones and the Kingdom of the Crystal Skull	122.0	action, adventure	Steven Spielberg	2008	Harrison Ford, Cate Blanchett, Shia LaBeouf, Karen Allen	Indiana Jones and the Kingdom of the Crystal Skull - 2008
70	2012-06-22	Brave	185000000	237282182	554606532	2012	25	52282182	369606532	Brave	Adventure	28.260638918918918	Brave - 2012	Brave	93.0	adventure, animation, comedy	Mark Andrews, Brenda Chapman, Steve Purcell	2012	Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters	Brave - 2012
71	2017-03-10	Kong: Skull Island	185000000	168052812	561072059	2017	10	-16947188	376072059	Kong: Skull Island	Adventure	-9.160642162162162	Kong: Skull Island - 2017	Kong: Skull Island	118.0	action, adventure, fantasy	Jordan Vogt-Roberts	2017	Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly	Kong: Skull Island - 2017
72	2016-07-22	Star Trek Beyond	185000000	158848340	335802233	2016	29	-26151660	150802233	Star Trek Beyond	Adventure	-14.136032432432433	Star Trek Beyond - 2016	Star Trek Beyond	122.0	action, adventure, sci-fi	Justin Lin	2016	Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana	Star Trek Beyond - 2016
73	2017-10-06	Blade Runner 2049	185000000	92054159	259357408	2017	40	-92945841	74357408	Blade Runner 2049	Thriller/Suspense	-50.24099513513514	Blade Runner 2049 - 2017	Blade Runner 2049	164.0	drama, mystery, sci-fi	Denis Villeneuve	2017	Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista	Blade Runner 2049 - 2017
74	2017-11-03	Thor: Ragnarok	180000000	315058289	846980024	2017	44	135058289	666980024	Thor: Ragnarok	Action	75.03238277777777	Thor: Ragnarok - 2017	Thor: Ragnarok	130.0	action, adventure, comedy	Taika Waititi	2017	Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo	Thor: Ragnarok - 2017
75	2014-05-30	Maleficent	180000000	241407328	758536735	2014	22	61407328	578536735	Maleficent	Adventure	34.115182222222224	Maleficent - 2014	Maleficent	97.0	action, adventure, family	Robert Stromberg	2014	Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville	Maleficent - 2014
76	2016-11-18	Fantastic Beasts and Where to Find Them	180000000	234037575	802402853	2016	46	54037575	622402853	Fantastic Beasts and Where to Find Them	Adventure	30.020875000000004	Fantastic Beasts and Where to Find Them - 2016	Fantastic Beasts and Where to Find Them	132.0	adventure, family, fantasy	David Yates	2016	Eddie Redmayne, Katherine Waterston, Alison Sudol, Dan Fogler	Fantastic Beasts and Where to Find Them - 2016
77	2007-08-10	Rush Hour 3	180000000	140125968	256585882	2007	32	-39874032	76585882	Rush Hour 3	Action	-22.15224	Rush Hour 3 - 2007	Rush Hour 3	91.0	action, comedy, crime	Brett Ratner	2007	Jackie Chan, Chris Tucker, Max von Sydow, Hiroyuki Sanada	Rush Hour 3 - 2007
78	2016-07-01	The Legend of Tarzan	180000000	126643061	348902025	2016	26	-53356939	168902025	The Legend of Tarzan	Adventure	-29.64274388888889	The Legend of Tarzan - 2016	The Legend of Tarzan	110.0	action, adventure, drama	David Yates	2016	Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz	The Legend of Tarzan - 2016
79	2011-11-23	Hugo	180000000	73864507	180047784	2011	47	-106135493	47784	Hugo	Adventure	-58.96416277777777	Hugo - 2011	Hugo	126.0	adventure, drama, family	Martin Scorsese	2011	Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley	Hugo - 2011
80	2017-07-21	Valerian and the City of a Thousand Planets	180000000	40479370	215098356	2017	29	-139520630	35098356	Valerian and the City of a Thousand Planets	Adventure	-77.51146111111112	Valerian and the City of a Thousand Planets - 2017	Valerian and the City of a Thousand Planets	137.0	action, adventure, fantasy	Luc Besson	2017	Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna	Valerian and the City of a Thousand Planets - 2017
81	2015-02-06	Jupiter Ascending	179000000	47482519	181982519	2015	6	-131517481	2982519	Jupiter Ascending	Action	-73.47345307262569	Jupiter Ascending - 2015	Jupiter Ascending	127.0	action, adventure, sci-fi	Lana Wachowski, Lilly Wachowski	2015	Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean	Jupiter Ascending - 2015
82	2016-05-27	X-Men: Apocalypse	178000000	155442489	542537546	2016	21	-22557511	364537546	X-Men: Apocalypse	Action	-12.672758988764047	X-Men: Apocalypse - 2016	X-Men: Apocalypse	144.0	action, adventure, sci-fi	Bryan Singer	2016	James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult	X-Men: Apocalypse - 2016
83	2018-08-10	The Meg	178000000	145443742	529530715	2018	32	-32556258	351530715	The Meg	Action	-18.290032584269664	The Meg - 2018	The Meg	113.0	action, horror, sci-fi	Jon Turteltaub	2018	Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis	The Meg - 2018
84	2014-06-06	Edge of Tomorrow	178000000	100206256	370541256	2014	23	-77793744	192541256	Edge of Tomorrow	Action	-43.70435056179775	Edge of Tomorrow - 2014	Edge of Tomorrow	113.0	action, sci-fi	Doug Liman	2014	Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson	Edge of Tomorrow - 2014
85	2016-04-15	The Jungle Book	175000000	364001123	962854547	2016	15	189001123	787854547	The Jungle Book	Adventure	108.00064171428572	The Jungle Book - 2016	The Jungle Book	106.0	adventure, drama, family	Jon Favreau	2016	Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba	The Jungle Book - 2016
86	2015-06-19	Inside Out	175000000	356461711	854235992	2015	25	181461711	679235992	Inside Out	Adventure	103.69240628571428	Inside Out - 2015	Inside Out	95.0	adventure, animation, comedy	Pete Docter, Ronnie Del Carmen	2015	Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling	Inside Out - 2015
87	2017-07-07	Spider-Man: Homecoming	175000000	334201140	880166350	2017	27	159201140	705166350	Spider-Man: Homecoming	Action	90.97208	Spider-Man: Homecoming - 2017	Spider-Man: Homecoming	133.0	action, adventure, sci-fi	Jon Watts	2017	Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei	Spider-Man: Homecoming - 2017
88	2016-08-05	Suicide Squad	175000000	325100054	746059887	2016	31	150100054	571059887	Suicide Squad	Action	85.77145942857143	Suicide Squad - 2016	Suicide Squad	123.0	action, adventure, fantasy	David Ayer	2016	Will Smith, Jared Leto, Margot Robbie, Viola Davis	Suicide Squad - 2016
89	2009-05-29	Up	175000000	293004164	731463377	2009	22	118004164	556463377	Up	Adventure	67.43095085714286	Up - 2009	Up	96.0	adventure, animation, comedy	Pete Docter, Bob Peterson	2009	Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer	Up - 2009
90	2017-11-22	Coco	175000000	209726015	798008101	2017	47	34726015	623008101	Coco	Musical	19.843437142857145	Coco - 2017	Coco	105.0	adventure, animation, comedy	Lee Unkrich, Adrian Molina	2017	Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach	Coco - 2017
91	2017-11-22	Coco	175000000	209726015	798008101	2017	47	34726015	623008101	Coco	Musical	19.843437142857145	Coco - 2017	Coco	98.0	horror	Neil Boultby	2017	Neil Boultby, Bea Jugo C., Natalia Kaverznikova, Salima Ky, Gonzalo Moreno, Leolo Moulin, Lucy Rodriguez Sandoval, Isabelle Stokes	Coco - 2017
